account_id,plan_tier,industry,referral_source,total_tickets,avg_csat,avg_res_time,has_sso,has_webhook,active_days_last_month,churn_flag
ACC_00852,Basic,Real Estate,LinkedIn,10,4.0,86.0,1,1,11,0
ACC_00854,Basic,Real Estate,LinkedIn,11,3.0,72.0,1,0,11,0
ACC_00855,Basic,E-commerce,Content Marketing,5,4.0,42.0,1,0,2,0
ACC_00856,Basic,Healthcare,Partnership,7,4.0,67.0,0,1,8,0
ACC_00857,Enterprise,Finance,LinkedIn,5,3.0,28.0,1,1,12,0
ACC_00858,Pro,Marketing,LinkedIn,14,5.0,78.0,1,1,10,0
ACC_00859,Pro,Real Estate,Organic Search,4,3.0,106.0,1,0,7,0
ACC_00860,Pro,Media,Organic Search,6,4.0,56.0,0,0,12,0
ACC_00862,Pro,Real Estate,Paid Search,5,4.0,61.0,1,1,10,0
ACC_00863,Enterprise,SaaS,Events,13,4.0,69.0,1,0,4,0
ACC_00865,Enterprise,Finance,Organic Search,10,3.0,73.0,1,1,5,0
ACC_00866,Pro,E-commerce,Partnership,17,4.0,68.0,1,0,6,0
ACC_00869,Basic,Manufacturing,LinkedIn,20,3.0,92.0,1,1,13,0
ACC_00870,Pro,Marketing,Referral,2,4.0,47.0,0,0,8,0
ACC_00871,Pro,Manufacturing,Referral,19,3.0,65.0,1,1,8,0
ACC_00872,Basic,Consulting,LinkedIn,10,3.0,65.0,0,0,3,0
ACC_00873,Enterprise,Healthcare,Paid Search,5,5.0,39.0,1,1,10,0
ACC_00875,Basic,Media,Paid Search,13,4.0,53.0,1,1,7,0
ACC_00876,Pro,Real Estate,Paid Search,2,5.0,74.0,1,1,10,0
ACC_00877,Basic,SaaS,LinkedIn,5,4.0,66.0,0,0,3,0
ACC_00879,Enterprise,Real Estate,Paid Search,11,4.0,84.0,0,1,13,0
ACC_00881,Enterprise,Finance,Organic Search,6,4.0,58.0,1,1,9,0
ACC_00882,Enterprise,Consulting,Referral,5,4.0,52.0,0,0,8,0
ACC_00883,Enterprise,Media,Events,16,4.0,74.0,1,0,11,0
ACC_00884,Basic,Finance,Referral,2,4.0,80.0,0,1,6,0
ACC_00885,Enterprise,Real Estate,LinkedIn,5,4.0,103.0,1,0,3,0
ACC_00886,Basic,Manufacturing,Partnership,3,3.0,28.0,0,1,5,0
ACC_00887,Pro,Education,Organic Search,5,4.0,78.0,0,0,3,0
ACC_00888,Basic,Healthcare,Referral,5,4.0,74.0,0,0,8,0
ACC_00890,Basic,Finance,Events,16,3.0,64.0,0,0,6,0
ACC_00892,Enterprise,Education,Paid Search,16,3.0,82.0,1,1,8,0
ACC_00893,Basic,SaaS,Paid Search,9,4.0,43.0,0,0,5,0
ACC_00895,Basic,Marketing,Organic Search,5,3.0,76.0,0,0,1,0
ACC_00896,Pro,Real Estate,Content Marketing,5,4.0,72.0,0,0,15,0
ACC_00897,Pro,Media,Paid Search,12,4.0,76.0,0,0,6,0
ACC_00898,Enterprise,Real Estate,Events,4,4.0,22.0,0,0,3,0
ACC_00899,Pro,Consulting,Partnership,2,5.0,44.0,0,1,8,0
ACC_00900,Basic,Consulting,Organic Search,6,3.0,83.0,1,0,7,0
ACC_00901,Pro,Real Estate,Referral,14,4.0,73.0,1,1,3,0
ACC_00902,Basic,E-commerce,Paid Search,16,4.0,66.0,0,1,15,0
ACC_00903,Basic,Consulting,LinkedIn,13,4.0,81.0,1,0,4,0
ACC_00904,Pro,Media,Referral,8,3.0,74.0,0,0,3,0
ACC_00906,Basic,Marketing,Paid Search,2,4.0,161.0,0,1,8,0
ACC_00907,Basic,Consulting,Organic Search,5,3.0,54.0,0,1,6,0
ACC_00908,Pro,Finance,Organic Search,9,3.0,57.0,1,1,8,0
ACC_00910,Basic,Media,Paid Search,2,4.0,27.0,1,1,9,0
ACC_00913,Pro,E-commerce,Content Marketing,9,4.0,49.0,0,0,4,0
ACC_00914,Pro,Media,Paid Search,6,4.0,87.0,1,0,2,0
ACC_00916,Pro,Consulting,Paid Search,14,3.0,74.0,0,0,1,0
ACC_00918,Pro,Healthcare,Events,5,4.0,69.0,1,1,11,0
ACC_00919,Pro,E-commerce,LinkedIn,7,4.0,72.0,1,1,10,0
ACC_00920,Pro,Healthcare,Partnership,9,4.0,87.0,1,1,12,0
ACC_00921,Pro,Consulting,Referral,4,4.0,92.0,1,1,6,0
ACC_00923,Basic,SaaS,Content Marketing,17,3.0,53.0,0,1,6,0
ACC_00924,Pro,Education,Organic Search,1,4.0,63.0,0,0,5,0
ACC_00925,Basic,Manufacturing,Organic Search,13,4.0,72.0,0,1,7,0
ACC_00926,Basic,Education,Direct,5,3.0,67.0,0,1,9,0
ACC_00927,Basic,Real Estate,Organic Search,14,4.0,62.0,0,0,11,0
ACC_00929,Enterprise,Education,LinkedIn,10,3.0,98.0,1,1,1,1
ACC_00930,Pro,Media,Organic Search,14,4.0,45.0,0,0,12,0
ACC_00931,Basic,Consulting,Content Marketing,11,4.0,89.0,1,1,9,0
ACC_00932,Pro,Marketing,Events,5,4.0,65.0,0,0,9,0
ACC_00934,Pro,Consulting,Organic Search,17,4.0,88.0,1,0,11,0
ACC_00935,Enterprise,E-commerce,Paid Search,16,4.0,95.0,1,0,13,0
ACC_00936,Basic,Consulting,Partnership,2,4.0,58.0,1,0,7,0
ACC_00937,Pro,Finance,Content Marketing,17,4.0,56.0,1,0,7,0
ACC_00938,Basic,Education,LinkedIn,2,5.0,37.0,1,1,11,0
ACC_00940,Enterprise,Consulting,LinkedIn,6,4.0,76.0,0,0,4,0
ACC_00942,Enterprise,SaaS,Paid Search,10,3.0,66.0,0,0,2,0
ACC_00943,Pro,E-commerce,Paid Search,10,4.0,73.0,0,1,8,0
ACC_00944,Pro,E-commerce,Content Marketing,14,4.0,85.0,1,0,7,0
ACC_00945,Pro,SaaS,Direct,16,4.0,69.0,1,0,6,0
ACC_00946,Pro,Real Estate,Partnership,8,4.0,84.0,1,1,9,0
ACC_00947,Enterprise,Manufacturing,Organic Search,5,3.0,53.0,0,0,4,0
ACC_00948,Pro,Healthcare,Paid Search,5,5.0,59.0,0,0,6,0
ACC_00949,Pro,Marketing,Organic Search,3,3.0,31.0,0,0,5,0
ACC_00950,Basic,Real Estate,Paid Search,5,4.0,93.0,0,0,9,0
ACC_00951,Basic,E-commerce,Paid Search,20,4.0,55.0,0,0,4,0
ACC_00952,Pro,Real Estate,LinkedIn,3,4.0,80.0,1,1,11,0
ACC_00953,Enterprise,Education,Organic Search,16,4.0,66.0,0,0,9,0
ACC_00954,Pro,Finance,Organic Search,15,4.0,83.0,0,1,7,0
ACC_00955,Basic,Finance,LinkedIn,16,3.0,76.0,1,1,1,0
ACC_00956,Basic,Healthcare,LinkedIn,1,4.0,60.0,1,1,7,0
ACC_00957,Pro,SaaS,Paid Search,13,4.0,59.0,0,0,9,0
ACC_00958,Basic,Finance,LinkedIn,5,4.0,79.0,0,1,12,0
ACC_00959,Pro,SaaS,Paid Search,12,4.0,91.0,0,1,6,0
ACC_00960,Basic,Manufacturing,Events,11,4.0,97.0,0,0,5,0
ACC_00961,Pro,Consulting,Content Marketing,18,4.0,75.0,0,1,6,0
ACC_00963,Basic,Media,Content Marketing,6,4.0,41.0,0,0,6,0
ACC_00964,Enterprise,Manufacturing,Paid Search,13,4.0,83.0,1,0,13,0
ACC_00965,Enterprise,Real Estate,Organic Search,17,4.0,81.0,1,0,5,0
ACC_00966,Basic,Consulting,Direct,11,4.0,53.0,0,0,14,0
ACC_00967,Basic,Finance,Content Marketing,4,3.0,70.0,0,0,11,0
ACC_00968,Enterprise,E-commerce,Partnership,2,5.0,102.0,0,0,5,0
ACC_00969,Pro,Healthcare,LinkedIn,7,4.0,40.0,0,1,6,0
ACC_00970,Basic,Healthcare,Content Marketing,2,3.0,47.0,0,0,5,0
ACC_00971,Enterprise,Finance,Organic Search,23,3.0,71.0,0,0,5,1
ACC_00973,Basic,SaaS,Events,11,4.0,66.0,1,0,7,0
ACC_00974,Pro,Manufacturing,LinkedIn,4,5.0,83.0,0,0,9,0
ACC_00975,Basic,SaaS,Events,14,4.0,82.0,0,1,2,0
ACC_00976,Basic,Education,Content Marketing,11,4.0,106.0,0,0,8,0
ACC_00977,Pro,Marketing,Paid Search,13,3.0,71.0,0,1,6,0
ACC_00979,Enterprise,Healthcare,Paid Search,8,4.0,65.0,0,0,9,0
ACC_00980,Basic,Education,Content Marketing,7,4.0,89.0,1,0,5,0
ACC_00981,Basic,Manufacturing,Direct,10,3.0,84.0,0,0,7,0
ACC_00982,Pro,Consulting,LinkedIn,9,4.0,42.0,1,1,6,0
ACC_00983,Basic,SaaS,LinkedIn,4,3.0,37.0,1,0,3,0
ACC_00984,Basic,Real Estate,Organic Search,8,3.0,54.0,1,0,7,0
ACC_00985,Enterprise,Real Estate,Organic Search,13,4.0,98.0,1,1,11,0
ACC_00986,Enterprise,Consulting,Direct,4,4.0,83.0,1,1,7,0
ACC_00987,Basic,E-commerce,LinkedIn,12,4.0,80.0,1,0,13,0
ACC_00988,Basic,Healthcare,Content Marketing,12,4.0,78.0,0,1,8,0
ACC_00989,Pro,Real Estate,Referral,8,4.0,63.0,0,0,9,0
ACC_00991,Pro,Education,Paid Search,9,5.0,59.0,0,0,5,0
ACC_00993,Enterprise,SaaS,LinkedIn,3,2.0,78.0,1,0,5,0
ACC_00994,Pro,Real Estate,Organic Search,15,3.0,46.0,0,0,8,0
ACC_00995,Basic,Marketing,LinkedIn,14,4.0,64.0,0,0,6,0
ACC_00996,Basic,Education,Partnership,14,4.0,75.0,1,1,8,0
ACC_00997,Pro,Manufacturing,Organic Search,18,4.0,61.0,1,0,6,0
ACC_00998,Pro,Marketing,Organic Search,9,4.0,40.0,1,1,11,0
ACC_00999,Basic,E-commerce,LinkedIn,4,5.0,64.0,1,1,11,0
ACC_01000,Pro,Media,Paid Search,20,4.0,69.0,0,0,3,0
ACC_01001,Basic,Marketing,Events,1,4.0,51.0,1,1,8,0
ACC_01002,Enterprise,Healthcare,Referral,3,4.0,49.0,0,1,11,0
ACC_01003,Basic,Media,Partnership,10,4.0,68.0,0,0,1,0
ACC_01004,Pro,Manufacturing,Partnership,8,4.0,65.0,0,0,5,0
ACC_01005,Pro,Finance,Organic Search,7,3.0,62.0,0,1,9,0
ACC_01006,Pro,SaaS,Paid Search,5,4.0,63.0,0,1,5,0
ACC_01009,Enterprise,Real Estate,Direct,8,4.0,61.0,1,0,4,0
ACC_01010,Enterprise,E-commerce,LinkedIn,16,4.0,72.0,0,0,13,0
ACC_01011,Pro,Real Estate,Events,7,5.0,70.0,1,1,13,0
ACC_01012,Enterprise,Education,Direct,12,4.0,88.0,1,1,5,0
ACC_01014,Pro,Education,LinkedIn,11,3.0,61.0,0,1,3,0
ACC_01016,Pro,E-commerce,Paid Search,10,4.0,73.0,0,0,2,0
ACC_01017,Basic,Education,Content Marketing,10,4.0,81.0,0,1,9,0
ACC_01018,Pro,Healthcare,Content Marketing,17,4.0,69.0,1,0,3,0
ACC_01019,Pro,Manufacturing,Organic Search,15,4.0,74.0,0,0,12,0
ACC_01020,Enterprise,Manufacturing,Referral,8,4.0,57.0,1,0,9,0
ACC_01022,Enterprise,Finance,Referral,5,4.0,34.0,0,0,3,0
ACC_01023,Basic,SaaS,LinkedIn,9,3.0,87.0,1,1,14,0
ACC_01026,Pro,Media,Paid Search,3,4.0,42.0,1,1,13,0
ACC_01027,Pro,Healthcare,Organic Search,6,4.0,64.0,0,0,2,0
ACC_01028,Pro,Healthcare,Direct,15,4.0,76.0,0,0,3,0
ACC_01030,Pro,Healthcare,Organic Search,16,3.0,41.0,1,0,7,0
ACC_01031,Pro,Manufacturing,LinkedIn,1,4.0,140.0,1,0,7,0
ACC_01032,Basic,E-commerce,Partnership,17,4.0,68.0,1,0,2,0
ACC_01033,Enterprise,Marketing,Partnership,9,4.0,99.0,1,0,8,0
ACC_01034,Pro,Manufacturing,LinkedIn,16,4.0,53.0,1,0,3,0
ACC_01035,Pro,Marketing,Organic Search,4,4.0,75.0,1,1,9,0
ACC_01036,Basic,Marketing,Paid Search,3,4.0,33.0,1,1,11,0
ACC_01037,Basic,Media,LinkedIn,13,3.0,65.0,0,1,8,0
ACC_01038,Pro,SaaS,Partnership,7,4.0,67.0,0,0,5,0
ACC_01039,Basic,SaaS,LinkedIn,12,4.0,42.0,1,0,12,0
ACC_01040,Enterprise,Marketing,Organic Search,7,4.0,59.0,0,1,6,0
ACC_01041,Basic,Education,Referral,21,4.0,69.0,0,0,12,0
ACC_01042,Pro,Media,Organic Search,4,4.0,90.0,0,0,5,0
ACC_01044,Pro,Manufacturing,Organic Search,19,4.0,48.0,0,1,7,0
ACC_01045,Pro,SaaS,Paid Search,5,4.0,55.0,0,0,8,0
ACC_01046,Enterprise,Consulting,Organic Search,10,4.0,67.0,1,1,11,0
ACC_01048,Basic,Media,Organic Search,19,4.0,66.0,0,0,3,0
ACC_01049,Basic,Healthcare,Organic Search,4,4.0,104.0,0,0,5,0
ACC_01050,Basic,E-commerce,Organic Search,7,3.0,64.0,0,0,7,0
ACC_01051,Pro,Healthcare,Direct,9,4.0,90.0,0,0,6,0
ACC_01052,Enterprise,Media,Paid Search,6,4.0,95.0,1,1,8,0
ACC_01053,Pro,SaaS,Organic Search,13,4.0,49.0,0,0,6,0
ACC_01054,Basic,SaaS,Paid Search,5,4.0,98.0,1,0,8,0
ACC_01055,Basic,SaaS,Partnership,7,4.0,74.0,0,0,4,0
ACC_01056,Basic,Consulting,Partnership,11,4.0,75.0,1,1,7,0
ACC_01057,Enterprise,Marketing,Organic Search,8,4.0,73.0,0,0,4,0
ACC_01058,Basic,E-commerce,LinkedIn,13,4.0,49.0,0,1,5,0
ACC_01060,Pro,Consulting,Referral,8,4.0,70.0,0,1,7,0
ACC_01062,Pro,Consulting,Content Marketing,6,3.0,62.0,0,0,4,0
ACC_01063,Enterprise,Media,Paid Search,17,3.0,93.0,1,0,3,0
ACC_01064,Basic,Finance,Partnership,9,4.0,52.0,0,0,7,0
ACC_01065,Basic,Marketing,Partnership,12,4.0,79.0,0,0,3,0
ACC_01066,Enterprise,Healthcare,Direct,18,4.0,75.0,0,0,7,0
ACC_01068,Enterprise,Marketing,Organic Search,11,4.0,91.0,0,1,9,0
ACC_01069,Pro,Manufacturing,Content Marketing,6,4.0,73.0,0,1,9,0
ACC_01070,Basic,Finance,Direct,18,4.0,51.0,1,0,5,0
ACC_01071,Basic,Healthcare,Direct,20,4.0,70.0,0,0,4,0
ACC_01072,Pro,Healthcare,LinkedIn,5,4.0,41.0,0,0,9,0
ACC_01073,Basic,Marketing,LinkedIn,5,4.0,61.0,0,1,6,0
ACC_01075,Basic,Healthcare,Paid Search,5,4.0,86.0,0,0,6,0
ACC_01076,Basic,SaaS,Paid Search,2,3.0,137.0,0,0,9,0
ACC_01077,Enterprise,Education,Paid Search,12,3.0,87.0,0,1,3,0
ACC_01078,Basic,E-commerce,Organic Search,15,4.0,64.0,1,0,8,0
ACC_01079,Basic,Healthcare,LinkedIn,4,3.0,47.0,1,0,5,0
ACC_01080,Enterprise,Consulting,Organic Search,13,4.0,73.0,0,1,5,0
ACC_01081,Pro,Consulting,Paid Search,7,4.0,60.0,1,0,8,0
ACC_01082,Pro,Healthcare,Paid Search,14,3.0,79.0,1,1,6,0
ACC_01083,Basic,E-commerce,Paid Search,8,4.0,70.0,1,0,13,0
ACC_01084,Basic,Education,Paid Search,13,4.0,66.0,0,0,7,0
ACC_01085,Pro,Healthcare,Organic Search,17,4.0,67.0,0,1,4,0
ACC_01086,Pro,Consulting,Organic Search,14,4.0,45.0,1,0,4,0
ACC_01087,Basic,Finance,Content Marketing,2,3.0,53.0,0,0,6,0
ACC_01089,Pro,E-commerce,Organic Search,18,4.0,62.0,0,0,10,0
ACC_01091,Pro,SaaS,Referral,15,4.0,63.0,0,1,7,0
ACC_01092,Enterprise,E-commerce,LinkedIn,4,4.0,28.0,0,0,8,0
ACC_01093,Pro,Manufacturing,Paid Search,14,3.0,79.0,0,1,8,0
ACC_01094,Basic,SaaS,Organic Search,7,4.0,68.0,1,0,7,0
ACC_01096,Enterprise,Finance,Content Marketing,5,3.0,57.0,0,1,8,0
ACC_01097,Basic,Consulting,Content Marketing,11,4.0,72.0,0,0,4,0
ACC_01100,Pro,Education,Paid Search,9,3.0,71.0,0,1,4,0
ACC_01101,Pro,Consulting,Content Marketing,14,4.0,78.0,1,1,11,0
ACC_01102,Enterprise,Manufacturing,Organic Search,8,4.0,61.0,0,0,5,0
ACC_01103,Basic,E-commerce,LinkedIn,10,4.0,58.0,0,1,12,0
ACC_01104,Basic,Consulting,Events,3,4.0,58.0,1,1,9,0
ACC_01105,Enterprise,Healthcare,Content Marketing,9,4.0,58.0,1,1,5,0
ACC_01107,Basic,Finance,LinkedIn,19,4.0,102.0,1,1,11,0
ACC_01108,Pro,E-commerce,Content Marketing,5,4.0,58.0,0,0,6,0
ACC_01109,Basic,Media,LinkedIn,8,4.0,50.0,1,1,9,0
ACC_01110,Basic,Manufacturing,Events,1,3.0,84.0,0,1,12,0
ACC_01111,Basic,Healthcare,Partnership,7,4.0,82.0,1,1,11,0
ACC_01115,Basic,Finance,Partnership,1,3.0,59.0,0,0,6,0
ACC_01116,Basic,Marketing,Content Marketing,7,4.0,70.0,0,1,7,0
ACC_01117,Pro,Consulting,Paid Search,14,4.0,63.0,1,0,6,0
ACC_01119,Pro,Consulting,Paid Search,5,4.0,134.0,0,0,13,0
ACC_01120,Pro,E-commerce,Direct,20,4.0,75.0,0,0,7,0
ACC_01121,Pro,Media,Paid Search,14,3.0,57.0,0,1,8,0
ACC_01124,Pro,Media,Events,15,4.0,57.0,1,0,4,0
ACC_01125,Basic,SaaS,Organic Search,9,3.0,48.0,0,0,5,0
ACC_01126,Pro,SaaS,Referral,7,5.0,60.0,0,0,6,0
ACC_01128,Basic,Media,Content Marketing,8,3.0,48.0,0,1,7,0
ACC_01129,Enterprise,Healthcare,Content Marketing,12,3.0,78.0,0,0,5,0
ACC_01130,Basic,Healthcare,Organic Search,17,4.0,72.0,1,1,10,0
ACC_01131,Enterprise,Marketing,Events,11,4.0,69.0,0,1,13,0
ACC_01132,Basic,Marketing,Content Marketing,6,4.0,54.0,0,0,8,0
ACC_01133,Basic,Media,Organic Search,7,3.0,85.0,0,1,10,0
ACC_01134,Pro,Education,Organic Search,8,3.0,67.0,0,0,5,0
ACC_01135,Pro,Marketing,LinkedIn,13,4.0,66.0,0,1,11,0
ACC_01136,Basic,Education,Direct,11,4.0,57.0,1,1,7,0
ACC_01137,Basic,Media,Content Marketing,10,3.0,75.0,0,0,5,0
ACC_01138,Pro,Manufacturing,Content Marketing,5,3.0,68.0,0,0,3,0
ACC_01139,Basic,Consulting,Organic Search,7,4.0,70.0,0,0,10,0
ACC_01140,Pro,Media,Paid Search,1,5.0,31.0,1,0,7,0
ACC_01141,Basic,Consulting,LinkedIn,5,4.0,57.0,1,0,7,0
ACC_01142,Enterprise,SaaS,Organic Search,9,3.0,43.0,1,1,11,0
ACC_01143,Pro,Education,Organic Search,10,4.0,66.0,1,1,11,0
ACC_01144,Pro,SaaS,LinkedIn,3,4.0,68.0,0,1,9,0
ACC_01145,Basic,Finance,Organic Search,4,5.0,99.0,0,1,1,0
ACC_01146,Pro,Education,Content Marketing,10,4.0,87.0,0,0,6,0
ACC_01147,Basic,Manufacturing,Organic Search,1,3.0,34.0,0,1,6,0
ACC_01148,Basic,Finance,Referral,9,4.0,71.0,1,0,10,0
ACC_01149,Basic,SaaS,Organic Search,8,4.0,47.0,1,0,3,0
ACC_01150,Basic,Media,Organic Search,16,4.0,69.0,0,0,11,0
ACC_01151,Basic,Consulting,Content Marketing,5,4.0,76.0,1,0,9,0
ACC_01152,Pro,Manufacturing,Organic Search,5,4.0,91.0,1,1,8,0
ACC_01153,Enterprise,SaaS,Content Marketing,10,4.0,60.0,0,1,4,0
ACC_01156,Enterprise,Healthcare,Paid Search,15,4.0,80.0,0,0,5,0
ACC_01157,Pro,Manufacturing,Partnership,11,4.0,69.0,1,1,8,0
ACC_01158,Basic,E-commerce,Content Marketing,17,4.0,59.0,1,0,5,0
ACC_01159,Enterprise,Healthcare,Events,15,3.0,52.0,0,0,10,0
ACC_01160,Enterprise,Healthcare,Referral,8,3.0,69.0,0,0,5,0
ACC_01162,Basic,Media,Paid Search,16,4.0,59.0,1,0,11,0
ACC_01163,Pro,E-commerce,LinkedIn,11,4.0,71.0,0,0,4,0
ACC_01164,Basic,Consulting,LinkedIn,9,4.0,66.0,0,0,8,0
ACC_01165,Pro,Media,Paid Search,6,4.0,87.0,0,0,9,0
ACC_01166,Enterprise,Media,LinkedIn,2,5.0,11.0,1,1,9,0
ACC_01167,Enterprise,Finance,LinkedIn,19,4.0,70.0,1,1,14,0
ACC_01168,Pro,Healthcare,Partnership,2,4.0,67.0,0,0,7,0
ACC_01169,Pro,Real Estate,Paid Search,4,5.0,31.0,1,1,10,0
ACC_01170,Basic,Finance,Content Marketing,4,3.0,105.0,0,1,8,0
ACC_01171,Basic,Healthcare,Paid Search,3,2.0,79.0,0,1,8,0
ACC_01172,Pro,Consulting,Organic Search,9,3.0,88.0,1,1,10,0
ACC_01173,Pro,Real Estate,Referral,5,4.0,96.0,0,1,8,0
ACC_01175,Basic,E-commerce,Referral,7,4.0,41.0,0,0,8,0
ACC_01176,Enterprise,Education,Direct,9,3.0,96.0,0,1,2,0
ACC_01177,Basic,SaaS,Events,12,4.0,74.0,0,0,3,0
ACC_01178,Pro,Finance,Content Marketing,11,4.0,61.0,1,0,9,0
ACC_01179,Basic,Real Estate,Organic Search,15,4.0,56.0,0,0,15,0
ACC_01180,Enterprise,Real Estate,Organic Search,13,4.0,78.0,0,0,14,0
ACC_01181,Pro,Consulting,Paid Search,20,4.0,87.0,0,0,9,0
ACC_01182,Pro,Consulting,Partnership,14,4.0,68.0,1,0,10,0
ACC_01183,Enterprise,SaaS,Content Marketing,6,3.0,61.0,0,0,4,0
ACC_01184,Pro,Real Estate,Partnership,3,3.0,129.0,1,0,6,0
ACC_01185,Basic,E-commerce,Paid Search,9,4.0,88.0,1,1,4,0
ACC_01186,Basic,E-commerce,LinkedIn,5,5.0,79.0,1,0,9,0
ACC_01187,Enterprise,Manufacturing,LinkedIn,6,4.0,64.0,1,0,13,0
ACC_01188,Pro,SaaS,Content Marketing,11,4.0,72.0,1,0,5,0
ACC_01190,Enterprise,SaaS,Organic Search,4,3.0,104.0,0,0,8,0
ACC_01191,Pro,Marketing,LinkedIn,14,4.0,69.0,1,1,11,0
ACC_01192,Basic,Marketing,Organic Search,7,4.0,99.0,0,0,7,0
ACC_01193,Pro,Finance,Direct,8,5.0,61.0,0,1,9,0
ACC_01194,Pro,Marketing,Paid Search,18,4.0,80.0,1,1,10,0
ACC_01196,Pro,Manufacturing,Content Marketing,3,5.0,80.0,0,0,10,0
ACC_01197,Pro,E-commerce,Organic Search,5,4.0,59.0,1,1,12,0
ACC_01199,Pro,E-commerce,Organic Search,11,4.0,81.0,0,0,9,0
ACC_01200,Basic,Consulting,LinkedIn,5,4.0,47.0,1,0,4,0
ACC_01201,Enterprise,Marketing,Organic Search,2,5.0,86.0,1,0,11,0
ACC_01203,Pro,Manufacturing,Paid Search,8,3.0,130.0,1,0,4,0
ACC_01204,Pro,SaaS,Content Marketing,5,3.0,80.0,1,0,9,0
ACC_01205,Basic,Consulting,Paid Search,4,3.0,79.0,0,0,7,0
ACC_01206,Basic,Education,Content Marketing,15,4.0,83.0,0,0,2,0
ACC_01207,Basic,Real Estate,Organic Search,5,4.0,70.0,1,1,5,0
ACC_01208,Basic,E-commerce,Direct,16,4.0,58.0,1,1,11,0
ACC_01209,Basic,Real Estate,LinkedIn,4,2.0,91.0,0,1,5,0
ACC_01210,Enterprise,Healthcare,Organic Search,6,3.0,73.0,0,0,6,0
ACC_01211,Basic,Finance,Content Marketing,12,4.0,81.0,1,0,11,0
ACC_01212,Enterprise,Finance,Content Marketing,12,4.0,75.0,0,1,12,0
ACC_01213,Basic,Real Estate,Organic Search,4,2.0,79.0,1,1,13,0
ACC_01215,Basic,Media,Content Marketing,16,4.0,74.0,1,1,13,0
ACC_01216,Enterprise,Healthcare,Organic Search,13,4.0,76.0,0,0,4,0
ACC_01217,Basic,SaaS,LinkedIn,2,5.0,34.0,1,0,1,0
ACC_01219,Enterprise,E-commerce,Paid Search,15,4.0,75.0,1,1,13,0
ACC_01220,Pro,Marketing,Referral,17,4.0,63.0,0,0,8,0
ACC_01222,Pro,Real Estate,LinkedIn,4,4.0,76.0,0,0,6,0
ACC_01223,Pro,Real Estate,Organic Search,1,3.0,16.0,1,1,8,0
ACC_01224,Basic,Marketing,Content Marketing,8,3.0,75.0,0,0,2,0
ACC_01225,Basic,Finance,Referral,16,4.0,55.0,1,0,10,0
ACC_01226,Basic,Real Estate,Paid Search,9,4.0,79.0,1,1,7,0
ACC_01227,Basic,Marketing,Organic Search,8,3.0,69.0,1,1,11,0
ACC_01230,Enterprise,E-commerce,Events,3,4.0,103.0,1,1,10,0
ACC_01231,Enterprise,Healthcare,Referral,8,4.0,87.0,1,1,10,0
ACC_01232,Basic,Media,Organic Search,11,4.0,70.0,0,1,8,0
ACC_01234,Pro,Finance,Organic Search,8,4.0,82.0,0,1,10,0
ACC_01235,Enterprise,Marketing,Organic Search,9,3.0,78.0,1,1,10,0
ACC_01236,Enterprise,Consulting,Content Marketing,3,3.0,23.0,1,1,11,0
ACC_01237,Basic,E-commerce,Organic Search,10,4.0,72.0,0,1,5,0
ACC_01239,Enterprise,Healthcare,Content Marketing,14,4.0,74.0,1,1,9,0
ACC_01240,Pro,Education,Organic Search,9,5.0,90.0,1,0,2,0
ACC_01241,Pro,E-commerce,Organic Search,18,3.0,50.0,0,0,5,0
ACC_01243,Basic,Media,Organic Search,3,4.0,79.0,0,1,8,0
ACC_01244,Enterprise,Education,Organic Search,7,4.0,90.0,1,1,13,0
ACC_01245,Basic,Consulting,Content Marketing,4,3.0,54.0,0,0,10,0
ACC_01246,Basic,Education,LinkedIn,3,4.0,65.0,1,0,10,0
ACC_01247,Basic,Education,Organic Search,11,4.0,72.0,0,1,8,0
ACC_01249,Pro,E-commerce,LinkedIn,6,3.0,119.0,0,1,11,0
ACC_01251,Pro,Media,Organic Search,14,4.0,53.0,1,1,12,0
ACC_01252,Basic,Manufacturing,Organic Search,12,4.0,42.0,0,0,4,0
ACC_01253,Pro,Consulting,Partnership,5,4.0,40.0,1,0,8,0
ACC_01255,Enterprise,Healthcare,Partnership,5,4.0,66.0,1,1,12,0
ACC_01256,Basic,Real Estate,Organic Search,10,3.0,66.0,0,1,4,0
ACC_01257,Basic,Media,Organic Search,3,4.0,109.0,0,1,3,0
ACC_01258,Pro,Education,Organic Search,6,4.0,67.0,0,0,2,0
ACC_01259,Pro,Media,Paid Search,13,4.0,57.0,1,1,10,0
ACC_01260,Basic,Media,Paid Search,9,3.0,58.0,0,0,8,0
ACC_01262,Basic,Marketing,Partnership,5,5.0,46.0,0,1,8,0
ACC_01264,Pro,SaaS,Partnership,5,4.0,54.0,0,0,4,0
ACC_01265,Basic,SaaS,Partnership,9,3.0,65.0,1,0,5,0
ACC_01266,Basic,Finance,Paid Search,11,4.0,58.0,0,0,11,0
ACC_01268,Pro,Manufacturing,Content Marketing,8,3.0,67.0,1,0,6,0
ACC_01269,Pro,E-commerce,Paid Search,12,4.0,72.0,1,1,9,0
ACC_01270,Pro,Real Estate,Organic Search,8,4.0,53.0,1,0,12,0
ACC_01271,Basic,Healthcare,Content Marketing,4,4.0,59.0,1,0,1,0
ACC_01273,Pro,Healthcare,LinkedIn,17,3.0,76.0,1,0,6,0
ACC_01274,Pro,Education,Partnership,8,4.0,65.0,0,1,2,0
