ticket_id,account_id,created_date,resolved_date,priority,category,resolution_time_hours,satisfaction_score,escalation_flag
TKT_002874,ACC_00342,2023-01-25,2023-01-27,Medium,How-To,56.0,,0
TKT_002875,ACC_00342,2023-01-30,2023-01-30,High,Feature Request,8.0,4.0,0
TKT_002876,ACC_00342,2023-08-03,2023-08-08,Low,Bug,121.0,4.0,0
TKT_002877,ACC_00342,2022-09-14,2022-09-15,Medium,Billing,39.0,4.0,0
TKT_002878,ACC_00342,2023-08-17,2023-08-18,Low,Billing,39.0,2.0,0
TKT_002879,ACC_00344,2024-08-30,2024-09-01,Low,Bug,56.0,4.0,0
TKT_002880,ACC_00344,2024-06-15,2024-06-20,Low,How-To,135.0,2.0,0
TKT_002881,ACC_00344,2024-10-08,2024-10-09,Medium,How-To,34.0,3.0,0
TKT_002882,ACC_00344,2024-08-28,2024-08-30,Low,Performance,65.0,1.0,0
TKT_002883,ACC_00344,2024-03-16,2024-03-16,High,Performance,13.0,3.0,0
TKT_002884,ACC_00344,2024-12-01,2024-12-07,Low,Feature Request,147.0,5.0,0
TKT_002885,ACC_00344,2024-03-25,2024-03-26,Low,Integration,44.0,,0
TKT_002886,ACC_00345,2024-01-20,2024-01-22,Medium,Feature Request,66.0,,0
TKT_002887,ACC_00345,2023-12-30,2024-01-02,Low,Integration,76.0,,0
TKT_002888,ACC_00345,2024-11-11,2024-11-11,Medium,Feature Request,16.0,4.0,0
TKT_002889,ACC_00345,2023-12-15,2023-12-17,Low,Performance,59.0,3.0,0
TKT_002890,ACC_00345,2022-11-26,2022-11-27,Medium,Billing,41.0,,0
TKT_002891,ACC_00345,2024-03-22,2024-03-25,Low,How-To,80.0,4.0,0
TKT_002892,ACC_00345,2023-05-21,2023-05-22,Low,Integration,33.0,4.0,0
TKT_002893,ACC_00345,2024-11-07,2024-11-09,Low,Integration,59.0,5.0,1
TKT_002894,ACC_00345,2023-11-09,2023-11-15,Low,Bug,150.0,,0
TKT_002895,ACC_00345,2023-11-05,2023-11-07,Low,Billing,55.0,3.0,0
TKT_002896,ACC_00345,2024-04-09,2024-04-14,Low,Bug,134.0,3.0,1
TKT_002897,ACC_00346,2024-06-21,2024-06-25,Low,How-To,112.0,5.0,0
TKT_002898,ACC_00346,2022-12-23,2022-12-25,Low,How-To,50.0,5.0,0
TKT_002899,ACC_00346,2023-05-08,2023-05-12,Low,Feature Request,104.0,5.0,0
TKT_002900,ACC_00346,2024-08-09,2024-08-15,Low,How-To,158.0,3.0,0
TKT_002901,ACC_00346,2023-11-29,2023-12-05,Low,Performance,152.0,2.0,0
TKT_002902,ACC_00346,2024-03-23,2024-03-25,Medium,Integration,51.0,3.0,0
TKT_002903,ACC_00346,2024-08-28,2024-09-02,Low,Performance,123.0,5.0,0
TKT_002904,ACC_00346,2023-07-24,2023-07-24,Medium,Feature Request,17.0,2.0,0
TKT_002905,ACC_00346,2024-12-15,2024-12-20,Low,Integration,128.0,,0
TKT_002906,ACC_00346,2023-05-21,2023-05-24,Low,Integration,72.0,4.0,0
TKT_002907,ACC_00346,2024-08-09,2024-08-09,High,Bug,4.0,5.0,0
TKT_002908,ACC_00346,2023-06-27,2023-06-29,Medium,Integration,56.0,4.0,0
TKT_002909,ACC_00347,2024-06-26,2024-07-02,Low,Billing,152.0,5.0,0
TKT_002910,ACC_00347,2024-07-22,2024-07-27,Low,Integration,128.0,5.0,1
TKT_002911,ACC_00347,2023-08-13,2023-08-14,Low,Integration,44.0,5.0,0
TKT_002912,ACC_00347,2023-10-10,2023-10-15,Low,How-To,137.0,3.0,0
TKT_002913,ACC_00347,2023-01-08,2023-01-09,Low,Billing,42.0,5.0,0
TKT_002914,ACC_00347,2023-05-12,2023-05-18,Low,Feature Request,164.0,4.0,0
TKT_002915,ACC_00349,2023-06-26,2023-06-26,High,How-To,17.0,,0
TKT_002916,ACC_00349,2022-11-24,2022-11-28,Low,Bug,114.0,5.0,0
TKT_002917,ACC_00349,2023-02-18,2023-02-18,Critical,Bug,2.0,,0
TKT_002918,ACC_00349,2024-06-08,2024-06-08,Medium,Bug,14.0,,0
TKT_002919,ACC_00349,2024-05-27,2024-05-27,High,Billing,15.0,,0
TKT_002920,ACC_00349,2023-05-10,2023-05-15,Low,Performance,122.0,5.0,0
TKT_002921,ACC_00349,2024-02-20,2024-02-21,Low,How-To,26.0,,0
TKT_002922,ACC_00349,2022-06-25,2022-06-26,Low,Integration,47.0,5.0,0
TKT_002923,ACC_00349,2024-07-16,2024-07-20,Low,Feature Request,98.0,,0
TKT_002924,ACC_00349,2022-12-14,2022-12-17,Low,Feature Request,86.0,5.0,0
TKT_002925,ACC_00349,2022-12-22,2022-12-23,Medium,How-To,37.0,,0
TKT_002926,ACC_00349,2024-05-26,2024-05-31,Low,Bug,125.0,5.0,0
TKT_002927,ACC_00349,2023-03-16,2023-03-18,Medium,How-To,68.0,4.0,0
TKT_002928,ACC_00349,2023-03-05,2023-03-05,Medium,Billing,13.0,4.0,0
TKT_002929,ACC_00349,2024-01-16,2024-01-21,Low,Integration,142.0,4.0,0
TKT_002930,ACC_00349,2023-06-07,2023-06-07,Critical,How-To,2.0,,0
TKT_002931,ACC_00349,2022-11-14,2022-11-18,Low,Integration,113.0,4.0,0
TKT_002932,ACC_00349,2024-12-10,2024-12-12,Medium,Billing,49.0,4.0,0
TKT_002933,ACC_00350,2023-01-05,2023-01-07,Low,Feature Request,63.0,,0
TKT_002934,ACC_00350,2023-04-22,2023-04-22,High,How-To,15.0,5.0,0
TKT_002935,ACC_00350,2023-08-06,2023-08-08,Medium,Performance,71.0,,0
TKT_002936,ACC_00350,2023-04-30,2023-05-01,Low,Integration,41.0,5.0,0
TKT_002937,ACC_00352,2023-08-24,2023-08-24,High,Performance,21.0,,0
TKT_002938,ACC_00352,2023-02-26,2023-03-01,Low,How-To,75.0,4.0,0
TKT_002939,ACC_00352,2024-07-08,2024-07-08,High,How-To,22.0,,1
TKT_002940,ACC_00352,2023-07-06,2023-07-07,Medium,How-To,30.0,3.0,0
TKT_002941,ACC_00352,2023-12-15,2023-12-16,Low,Billing,28.0,4.0,0
TKT_002942,ACC_00352,2023-07-14,2023-07-18,Low,Bug,106.0,5.0,0
TKT_002943,ACC_00353,2023-07-20,2023-07-22,Medium,Performance,51.0,,0
TKT_002944,ACC_00353,2024-11-03,2024-11-04,Medium,Performance,42.0,3.0,0
TKT_002945,ACC_00353,2024-03-06,2024-03-12,Low,How-To,162.0,,0
TKT_002946,ACC_00353,2024-11-23,2024-11-24,Medium,Integration,30.0,4.0,0
TKT_002947,ACC_00353,2024-08-13,2024-08-14,Low,Billing,24.0,,0
TKT_002948,ACC_00353,2024-11-30,2024-12-01,Medium,Feature Request,44.0,2.0,0
TKT_002949,ACC_00353,2023-07-16,2023-07-16,Critical,Performance,7.0,5.0,0
TKT_002950,ACC_00353,2023-11-06,2023-11-07,Low,Performance,28.0,4.0,1
TKT_002951,ACC_00353,2023-09-06,2023-09-06,High,Billing,14.0,3.0,0
TKT_002952,ACC_00353,2024-12-30,,Low,Performance,,4.0,0
TKT_002953,ACC_00354,2023-04-11,2023-04-14,Low,Bug,95.0,5.0,0
TKT_002954,ACC_00354,2024-09-03,2024-09-06,Low,How-To,93.0,4.0,0
TKT_002955,ACC_00354,2023-09-17,2023-09-22,Low,Bug,135.0,5.0,0
TKT_002956,ACC_00354,2024-11-07,2024-11-07,High,Integration,8.0,4.0,0
TKT_002957,ACC_00354,2024-08-18,2024-08-20,Low,How-To,59.0,2.0,0
TKT_002958,ACC_00354,2023-03-11,2023-03-14,Low,Billing,93.0,1.0,0
TKT_002959,ACC_00354,2024-11-28,2024-11-28,Critical,How-To,7.0,5.0,0
TKT_002960,ACC_00354,2024-07-24,2024-07-25,Low,Billing,33.0,3.0,0
TKT_002961,ACC_00354,2023-04-13,2023-04-14,Medium,Performance,25.0,5.0,0
TKT_002962,ACC_00354,2023-05-09,2023-05-13,Low,Feature Request,96.0,,0
TKT_002963,ACC_00354,2024-09-21,2024-09-21,High,Bug,14.0,3.0,0
TKT_002964,ACC_00354,2023-12-12,2023-12-18,Low,How-To,151.0,3.0,0
TKT_002965,ACC_00354,2023-11-15,2023-11-17,Medium,Integration,65.0,4.0,0
TKT_002966,ACC_00355,2022-11-22,2022-11-22,High,Feature Request,11.0,,0
TKT_002967,ACC_00355,2024-11-03,2024-11-06,Low,Integration,95.0,1.0,0
TKT_002968,ACC_00355,2024-07-30,2024-08-05,Low,Feature Request,156.0,3.0,0
TKT_002969,ACC_00355,2023-02-14,2023-02-17,Low,Billing,95.0,4.0,0
TKT_002970,ACC_00355,2024-08-15,2024-08-20,Low,How-To,139.0,5.0,0
TKT_002971,ACC_00355,2023-11-19,2023-11-24,Low,Performance,138.0,,0
TKT_002972,ACC_00355,2024-01-22,2024-01-28,Low,How-To,146.0,4.0,0
TKT_002973,ACC_00355,2022-12-15,2022-12-17,Low,Integration,51.0,3.0,0
TKT_002974,ACC_00355,2024-09-10,2024-09-11,Low,Feature Request,30.0,,0
TKT_002975,ACC_00355,2022-09-06,2022-09-12,Low,How-To,161.0,2.0,0
TKT_002976,ACC_00355,2023-08-02,2023-08-02,High,Feature Request,10.0,4.0,0
TKT_002977,ACC_00356,2023-04-16,2023-04-17,Low,Performance,36.0,,0
TKT_002978,ACC_00356,2022-09-25,2022-10-01,Low,How-To,166.0,3.0,0
TKT_002979,ACC_00356,2023-09-30,2023-10-01,Low,Feature Request,43.0,,0
TKT_002980,ACC_00356,2023-04-27,2023-05-03,Low,Integration,146.0,3.0,0
TKT_002981,ACC_00356,2023-10-08,2023-10-08,High,Bug,10.0,4.0,0
TKT_002982,ACC_00357,2022-08-22,2022-08-26,Low,Feature Request,111.0,2.0,0
TKT_002983,ACC_00357,2022-08-31,2022-09-02,Low,Performance,59.0,2.0,0
TKT_002984,ACC_00357,2022-08-16,2022-08-22,Low,Integration,162.0,4.0,0
TKT_002985,ACC_00357,2022-07-19,2022-07-19,Critical,Feature Request,5.0,2.0,0
TKT_002986,ACC_00358,2022-03-19,2022-03-20,Medium,Bug,34.0,,0
TKT_002987,ACC_00358,2022-04-18,2022-04-18,Medium,How-To,12.0,,0
TKT_002988,ACC_00358,2024-04-17,2024-04-19,Medium,Performance,49.0,,0
TKT_002989,ACC_00358,2023-07-25,2023-07-30,Low,Bug,125.0,,0
TKT_002990,ACC_00358,2022-08-14,2022-08-18,Low,Feature Request,104.0,4.0,0
TKT_002991,ACC_00358,2023-11-06,2023-11-08,Low,Performance,62.0,4.0,0
TKT_002992,ACC_00358,2024-04-26,2024-04-30,Low,Integration,104.0,,0
TKT_002993,ACC_00358,2023-11-16,2023-11-18,Low,Performance,69.0,5.0,0
TKT_002994,ACC_00358,2023-11-27,2023-12-01,Low,Integration,102.0,2.0,0
TKT_002995,ACC_00358,2022-10-01,2022-10-02,Medium,Feature Request,33.0,4.0,0
TKT_002996,ACC_00358,2022-12-11,2022-12-13,Low,Billing,61.0,4.0,0
TKT_002997,ACC_00358,2022-09-10,2022-09-11,Low,Integration,38.0,5.0,0
TKT_002998,ACC_00359,2023-08-14,2023-08-14,High,Performance,18.0,5.0,0
TKT_002999,ACC_00359,2024-01-13,2024-01-15,Medium,Bug,49.0,,0
TKT_003000,ACC_00359,2024-06-26,2024-06-27,Medium,Bug,31.0,5.0,0
TKT_003001,ACC_00359,2024-05-03,2024-05-07,Low,Feature Request,113.0,4.0,0
TKT_003002,ACC_00359,2023-12-03,2023-12-04,Low,Bug,28.0,,0
TKT_003003,ACC_00359,2024-02-06,2024-02-07,Low,Performance,39.0,5.0,0
TKT_003004,ACC_00359,2024-03-04,2024-03-05,Medium,Bug,45.0,3.0,0
TKT_003005,ACC_00359,2024-08-16,2024-08-21,Low,Performance,134.0,1.0,0
TKT_003006,ACC_00359,2023-08-08,2023-08-12,Low,Performance,105.0,4.0,0
TKT_003007,ACC_00359,2024-07-31,2024-08-01,Medium,Feature Request,44.0,,0
TKT_003008,ACC_00359,2023-09-26,2023-09-30,Low,Bug,97.0,,0
TKT_003009,ACC_00359,2022-09-29,2022-10-02,Low,Integration,87.0,4.0,0
TKT_003010,ACC_00359,2024-05-27,2024-06-01,Low,Feature Request,143.0,4.0,0
TKT_003011,ACC_00359,2023-06-09,2023-06-10,Low,Feature Request,28.0,5.0,0
TKT_003012,ACC_00359,2024-12-22,2024-12-24,Low,Performance,49.0,5.0,0
TKT_003013,ACC_00360,2022-12-25,2022-12-29,Low,Performance,97.0,4.0,0
TKT_003014,ACC_00360,2023-04-13,2023-04-18,Low,How-To,123.0,4.0,0
TKT_003015,ACC_00360,2022-12-07,2022-12-08,Low,Bug,39.0,2.0,0
TKT_003016,ACC_00360,2022-12-18,2022-12-19,Medium,Feature Request,42.0,,0
TKT_003017,ACC_00360,2022-08-03,2022-08-03,Critical,Feature Request,4.0,2.0,0
TKT_003018,ACC_00360,2022-07-03,2022-07-07,Low,Integration,106.0,3.0,0
TKT_003019,ACC_00360,2023-04-21,2023-04-21,Critical,Performance,6.0,3.0,0
TKT_003020,ACC_00361,2022-04-11,2022-04-11,Medium,Billing,12.0,4.0,0
TKT_003021,ACC_00361,2023-05-23,2023-05-27,Low,Performance,107.0,5.0,0
TKT_003022,ACC_00361,2023-10-18,2023-10-18,High,Feature Request,12.0,4.0,0
TKT_003023,ACC_00361,2023-05-01,2023-05-02,Low,Integration,45.0,5.0,0
TKT_003024,ACC_00361,2024-06-10,2024-06-11,Medium,Integration,46.0,4.0,0
TKT_003025,ACC_00361,2023-04-18,2023-04-23,Low,Billing,128.0,5.0,0
TKT_003026,ACC_00361,2022-11-17,2022-11-19,Medium,Feature Request,61.0,5.0,0
TKT_003027,ACC_00361,2022-05-10,2022-05-12,Medium,Bug,70.0,4.0,0
TKT_003028,ACC_00361,2022-09-29,2022-09-29,High,Billing,17.0,5.0,0
TKT_003029,ACC_00361,2024-10-30,2024-10-30,High,Performance,12.0,4.0,0
TKT_003030,ACC_00361,2023-12-08,2023-12-12,Low,Feature Request,107.0,4.0,0
TKT_003031,ACC_00361,2024-08-20,2024-08-22,Low,Integration,62.0,1.0,0
TKT_003032,ACC_00361,2023-03-24,2023-03-24,Medium,Bug,19.0,2.0,0
TKT_003033,ACC_00361,2024-01-01,2024-01-07,Low,Bug,148.0,,0
TKT_003034,ACC_00362,2023-05-28,2023-05-28,High,How-To,10.0,2.0,0
TKT_003035,ACC_00362,2023-08-24,2023-08-28,Low,Billing,118.0,3.0,0
TKT_003036,ACC_00362,2024-06-22,2024-06-25,Low,Billing,75.0,,0
TKT_003037,ACC_00363,2023-01-25,2023-01-25,High,Performance,7.0,3.0,1
TKT_003038,ACC_00363,2023-03-08,2023-03-12,Low,Bug,119.0,,0
TKT_003039,ACC_00363,2024-01-22,2024-01-23,Low,Bug,31.0,4.0,0
TKT_003040,ACC_00363,2022-12-11,2022-12-13,Medium,Integration,58.0,4.0,0
TKT_003041,ACC_00363,2022-03-17,2022-03-19,Medium,How-To,60.0,5.0,0
TKT_003042,ACC_00363,2022-07-08,2022-07-13,Low,Feature Request,136.0,,0
TKT_003043,ACC_00363,2024-02-02,2024-02-03,Medium,Performance,27.0,5.0,0
TKT_003044,ACC_00363,2023-04-16,2023-04-18,Medium,Billing,62.0,,0
TKT_003045,ACC_00363,2024-09-25,2024-09-28,Low,Integration,74.0,5.0,0
TKT_003046,ACC_00364,2023-10-03,2023-10-06,Low,Feature Request,84.0,5.0,0
TKT_003047,ACC_00364,2023-09-04,2023-09-04,Critical,Integration,5.0,5.0,0
TKT_003048,ACC_00364,2023-10-11,2023-10-17,Low,Billing,162.0,,0
TKT_003049,ACC_00364,2022-12-08,2022-12-08,High,Billing,14.0,2.0,0
TKT_003050,ACC_00364,2024-07-29,2024-08-04,Low,How-To,165.0,4.0,0
TKT_003051,ACC_00364,2024-01-30,2024-02-01,Medium,Feature Request,56.0,3.0,0
TKT_003052,ACC_00364,2023-09-09,2023-09-11,Low,Feature Request,48.0,3.0,0
TKT_003053,ACC_00365,2022-07-01,2022-07-01,High,How-To,22.0,4.0,0
TKT_003054,ACC_00365,2022-05-15,2022-05-16,Low,How-To,45.0,3.0,1
TKT_003055,ACC_00365,2022-06-13,2022-06-13,Medium,Bug,21.0,,0
TKT_003056,ACC_00366,2023-09-12,2023-09-13,Low,Feature Request,24.0,5.0,0
TKT_003057,ACC_00366,2023-10-14,2023-10-20,Low,How-To,151.0,4.0,0
TKT_003058,ACC_00366,2024-09-25,2024-09-26,Low,Integration,36.0,5.0,0
TKT_003059,ACC_00366,2023-05-19,2023-05-24,Low,How-To,123.0,4.0,0
TKT_003060,ACC_00366,2023-09-18,2023-09-23,Low,Billing,142.0,,0
TKT_003061,ACC_00366,2023-11-11,2023-11-13,Medium,How-To,60.0,5.0,0
TKT_003062,ACC_00367,2023-08-29,2023-08-31,Medium,Feature Request,67.0,5.0,0
TKT_003063,ACC_00367,2024-06-09,2024-06-09,Medium,How-To,12.0,1.0,0
TKT_003064,ACC_00367,2024-06-03,2024-06-07,Low,Bug,101.0,3.0,0
TKT_003065,ACC_00367,2023-12-17,2023-12-22,Low,Performance,139.0,2.0,0
TKT_003066,ACC_00367,2024-08-25,2024-08-30,Low,Feature Request,132.0,2.0,0
TKT_003067,ACC_00368,2024-11-21,2024-11-21,Medium,Feature Request,22.0,,0
TKT_003068,ACC_00368,2023-01-27,2023-02-02,Low,Billing,154.0,,0
TKT_003069,ACC_00368,2024-07-12,2024-07-13,Medium,Integration,33.0,5.0,0
TKT_003070,ACC_00368,2024-05-26,2024-05-26,Medium,Feature Request,14.0,5.0,0
TKT_003071,ACC_00368,2023-08-09,2023-08-10,Medium,Integration,34.0,3.0,0
TKT_003072,ACC_00368,2024-12-30,2024-12-30,High,Integration,14.0,5.0,0
TKT_003073,ACC_00368,2024-02-29,2024-03-05,Low,Bug,125.0,,0
TKT_003074,ACC_00368,2024-01-27,2024-01-29,Medium,Bug,63.0,4.0,0
TKT_003075,ACC_00368,2024-07-03,2024-07-04,Medium,Billing,30.0,3.0,0
TKT_003076,ACC_00368,2023-08-13,2023-08-13,High,Billing,22.0,3.0,0
TKT_003077,ACC_00368,2024-11-07,2024-11-08,Low,Bug,43.0,,0
TKT_003078,ACC_00368,2022-11-19,2022-11-20,Low,Feature Request,37.0,3.0,0
TKT_003079,ACC_00368,2023-06-14,2023-06-18,Low,Integration,116.0,,0
TKT_003080,ACC_00368,2023-08-17,2023-08-18,Low,Billing,44.0,1.0,0
TKT_003081,ACC_00368,2024-06-13,2024-06-13,Critical,How-To,7.0,3.0,0
TKT_003082,ACC_00369,2023-11-17,2023-11-20,Low,How-To,81.0,,0
TKT_003083,ACC_00369,2024-08-04,2024-08-04,Critical,Bug,1.0,4.0,0
TKT_003084,ACC_00369,2024-10-15,2024-10-17,Low,Feature Request,64.0,5.0,0
TKT_003085,ACC_00369,2023-12-07,2023-12-08,Low,Performance,46.0,4.0,0
TKT_003086,ACC_00369,2024-02-29,2024-03-04,Low,Bug,96.0,3.0,0
TKT_003087,ACC_00370,2023-10-18,2023-10-18,Medium,Performance,20.0,4.0,0
TKT_003088,ACC_00370,2023-02-16,2023-02-18,Medium,Feature Request,58.0,,0
TKT_003089,ACC_00370,2024-06-29,2024-07-03,Low,How-To,99.0,,0
TKT_003090,ACC_00370,2023-03-07,2023-03-12,Low,Performance,131.0,,0
TKT_003091,ACC_00370,2023-06-29,2023-07-05,Low,Performance,157.0,,0
TKT_003092,ACC_00370,2023-07-19,2023-07-22,Low,Integration,95.0,4.0,1
TKT_003093,ACC_00370,2022-12-15,2022-12-15,Medium,How-To,19.0,5.0,0
TKT_003094,ACC_00370,2023-03-18,2023-03-18,Medium,Bug,20.0,3.0,1
TKT_003095,ACC_00371,2023-08-11,2023-08-11,Critical,Integration,1.0,4.0,0
TKT_003096,ACC_00371,2023-10-27,2023-10-28,Medium,Billing,36.0,,0
TKT_003097,ACC_00371,2022-12-22,2022-12-28,Low,Performance,163.0,3.0,0
TKT_003098,ACC_00371,2023-04-21,2023-04-26,Low,Performance,135.0,2.0,0
TKT_003099,ACC_00371,2023-05-23,2023-05-28,Low,Bug,143.0,,0
TKT_003100,ACC_00371,2023-10-13,2023-10-13,Critical,Billing,5.0,4.0,0
TKT_003101,ACC_00371,2024-06-09,2024-06-11,Low,Integration,71.0,3.0,0
TKT_003102,ACC_00371,2023-04-19,2023-04-19,High,How-To,7.0,4.0,0
TKT_003103,ACC_00371,2023-04-04,2023-04-07,Low,Feature Request,72.0,5.0,0
TKT_003104,ACC_00371,2023-09-02,2023-09-08,Low,Billing,147.0,4.0,0
TKT_003105,ACC_00371,2024-09-04,2024-09-09,Low,How-To,125.0,3.0,0
TKT_003106,ACC_00371,2024-01-19,2024-01-22,Low,Bug,78.0,4.0,0
TKT_003107,ACC_00372,2023-06-10,2023-06-13,Low,Bug,88.0,,0
TKT_003108,ACC_00372,2024-03-29,2024-03-31,Medium,Performance,55.0,,0
TKT_003109,ACC_00372,2023-10-29,2023-10-29,High,How-To,20.0,3.0,0
TKT_003110,ACC_00372,2022-08-31,2022-09-06,Low,Integration,150.0,1.0,0
TKT_003111,ACC_00373,2023-12-13,2023-12-18,Low,Integration,141.0,,0
TKT_003112,ACC_00373,2024-09-14,2024-09-18,Low,Performance,116.0,1.0,0
TKT_003113,ACC_00373,2024-04-28,2024-04-28,High,Bug,8.0,5.0,0
TKT_003114,ACC_00373,2024-01-22,2024-01-24,Low,Integration,65.0,3.0,0
TKT_003115,ACC_00373,2024-08-20,2024-08-26,Low,Performance,150.0,,0
TKT_003116,ACC_00373,2024-10-16,2024-10-17,Low,Billing,36.0,4.0,0
TKT_003117,ACC_00373,2024-04-21,2024-04-21,High,Bug,14.0,4.0,0
TKT_003118,ACC_00373,2024-07-16,2024-07-18,Medium,Billing,71.0,5.0,0
TKT_003119,ACC_00373,2024-02-13,2024-02-14,Medium,Integration,24.0,3.0,0
TKT_003120,ACC_00373,2024-04-21,2024-04-27,Low,Performance,152.0,,0
TKT_003121,ACC_00374,2022-06-18,2022-06-20,Low,Performance,55.0,2.0,0
TKT_003122,ACC_00374,2022-07-28,2022-07-28,Critical,Feature Request,4.0,,0
TKT_003123,ACC_00374,2022-04-23,2022-04-26,Low,Performance,85.0,5.0,0
TKT_003124,ACC_00374,2022-04-17,2022-04-20,Low,Integration,82.0,3.0,0
TKT_003125,ACC_00374,2022-04-27,2022-05-01,Low,Feature Request,104.0,3.0,0
TKT_003126,ACC_00375,2023-10-22,2023-10-24,Low,Integration,62.0,3.0,0
TKT_003127,ACC_00375,2024-07-10,2024-07-10,High,Billing,10.0,5.0,0
TKT_003128,ACC_00375,2023-10-17,2023-10-17,Medium,Bug,21.0,4.0,0
TKT_003129,ACC_00375,2024-07-11,2024-07-13,Low,Bug,69.0,,0
TKT_003130,ACC_00375,2023-06-03,2023-06-03,High,How-To,19.0,,0
TKT_003131,ACC_00375,2024-12-21,2024-12-23,Medium,How-To,63.0,3.0,0
TKT_003132,ACC_00376,2022-11-05,2022-11-05,High,Integration,13.0,2.0,0
TKT_003133,ACC_00376,2022-11-05,2022-11-09,Low,Integration,107.0,4.0,0
TKT_003134,ACC_00376,2023-07-25,2023-07-31,Low,Billing,162.0,,0
TKT_003135,ACC_00376,2024-10-15,2024-10-17,Low,Bug,63.0,4.0,0
TKT_003136,ACC_00376,2024-07-17,2024-07-19,Low,How-To,49.0,2.0,0
TKT_003137,ACC_00376,2023-01-03,2023-01-04,Medium,Bug,26.0,2.0,0
TKT_003138,ACC_00377,2024-05-30,2024-06-04,Low,Feature Request,134.0,,0
TKT_003139,ACC_00377,2024-05-13,2024-05-17,Low,Performance,119.0,5.0,0
TKT_003140,ACC_00377,2022-10-17,2022-10-22,Low,How-To,138.0,4.0,0
TKT_003141,ACC_00377,2024-05-26,2024-05-26,Medium,How-To,16.0,,0
TKT_003142,ACC_00377,2022-08-25,2022-08-26,Medium,Performance,25.0,5.0,1
TKT_003143,ACC_00377,2022-08-17,2022-08-22,Low,Bug,126.0,1.0,0
TKT_003144,ACC_00377,2022-12-03,2022-12-03,High,How-To,5.0,2.0,0
TKT_003145,ACC_00377,2024-08-06,2024-08-06,Medium,How-To,17.0,2.0,1
TKT_003146,ACC_00377,2024-07-12,2024-07-15,Low,Feature Request,87.0,5.0,0
TKT_003147,ACC_00379,2023-10-16,2023-10-17,Low,Performance,44.0,4.0,1
TKT_003148,ACC_00379,2024-04-05,2024-04-08,Low,How-To,88.0,1.0,0
TKT_003149,ACC_00379,2023-05-10,2023-05-10,Critical,How-To,2.0,,0
TKT_003150,ACC_00379,2022-10-01,2022-10-07,Low,Performance,162.0,5.0,0
TKT_003151,ACC_00379,2022-07-06,2022-07-10,Low,Performance,96.0,3.0,0
TKT_003152,ACC_00380,2024-04-27,2024-04-29,Medium,Feature Request,56.0,5.0,0
TKT_003153,ACC_00380,2023-06-18,2023-06-19,Medium,Bug,27.0,5.0,0
TKT_003154,ACC_00380,2024-10-28,2024-10-29,Medium,Integration,44.0,5.0,0
TKT_003155,ACC_00380,2024-12-04,2024-12-08,Low,Billing,100.0,,0
TKT_003156,ACC_00380,2024-10-29,2024-10-31,Low,Feature Request,50.0,5.0,0
TKT_003157,ACC_00380,2024-01-15,2024-01-16,Low,Performance,47.0,3.0,0
TKT_003158,ACC_00380,2022-12-10,2022-12-14,Low,Performance,101.0,1.0,0
TKT_003159,ACC_00380,2024-05-17,2024-05-22,Low,Feature Request,139.0,4.0,0
TKT_003160,ACC_00380,2023-08-09,2023-08-11,Medium,Feature Request,59.0,5.0,0
TKT_003161,ACC_00380,2023-06-21,2023-06-26,Low,Billing,135.0,2.0,0
TKT_003162,ACC_00380,2023-05-11,2023-05-14,Low,Feature Request,73.0,5.0,0
TKT_003163,ACC_00380,2022-11-20,2022-11-21,Medium,Integration,32.0,3.0,0
TKT_003164,ACC_00380,2023-11-27,2023-11-28,Medium,Performance,33.0,,0
TKT_003165,ACC_00380,2023-07-16,2023-07-16,Medium,How-To,22.0,4.0,0
TKT_003166,ACC_00380,2024-10-20,2024-10-25,Low,How-To,127.0,5.0,0
TKT_003167,ACC_00381,2023-10-07,2023-10-10,Low,Bug,93.0,3.0,0
TKT_003168,ACC_00381,2022-08-11,2022-08-13,Medium,Billing,55.0,1.0,1
TKT_003169,ACC_00381,2023-03-03,2023-03-05,Low,Integration,63.0,2.0,0
TKT_003170,ACC_00381,2024-03-14,2024-03-14,Critical,Billing,4.0,4.0,0
TKT_003171,ACC_00381,2022-10-22,2022-10-28,Low,Billing,158.0,5.0,1
TKT_003172,ACC_00381,2023-11-17,2023-11-19,Medium,Feature Request,70.0,2.0,0
TKT_003173,ACC_00381,2023-11-27,2023-11-28,Low,Bug,28.0,,0
TKT_003174,ACC_00381,2022-03-29,2022-04-03,Low,How-To,141.0,,0
TKT_003175,ACC_00381,2022-08-09,2022-08-13,Low,Bug,105.0,3.0,1
TKT_003176,ACC_00381,2022-04-27,2022-04-28,Low,Billing,29.0,4.0,0
TKT_003177,ACC_00381,2022-08-06,2022-08-09,Low,Performance,80.0,5.0,0
TKT_003178,ACC_00381,2022-10-14,2022-10-18,Low,Feature Request,106.0,3.0,0
TKT_003179,ACC_00381,2022-11-17,2022-11-18,Medium,Performance,37.0,5.0,0
TKT_003180,ACC_00381,2023-11-30,2023-12-02,Medium,Integration,51.0,2.0,0
TKT_003181,ACC_00381,2024-01-11,2024-01-15,Low,Integration,109.0,,1
TKT_003182,ACC_00381,2024-03-14,2024-03-19,Low,How-To,141.0,,0
TKT_003183,ACC_00381,2023-04-13,2023-04-19,Low,Performance,166.0,5.0,0
TKT_003184,ACC_00381,2023-10-18,2023-10-20,Low,Integration,65.0,1.0,0
